species_code,sum
allhum,0.3652301840470997
amgplo,0.07990758812067658
bacspa,0.6783987208284756
baispa,0.5994810685410634
benthr,5.474760989727656e-4
bkbcuc,0.7474684687699791
bkcspa,0.263619639839213
blksco2,0.05423753113045897
blkswi,0.8229527416304876
boboli,0.391900707091428
bubsan,0.07712967496103573
canwar,0.7727243062638189
cerwar,0.9364678754155422
chclon,0.35390165047394884
chiswi,0.5621925939534709
clagre,0.2674320386169259
easwpw1,0.8774063605845559
evegro,0.8804431351137123
gbbgul,0.18997080629181617
gowwar,0.7743433184015676
grawar,0.6513718626260685
harspa,0.3718233620253715
henspa,0.4810902882722068
hudgod,0.20348081429578346
kineid,0.34165156109884265
kinrai4,0.7219194088746521
lecspa,0.2521838251744719
lecthr,5.865016864845529e-4
lesyel,0.17378791043409356
lobdow,0.18030585107740607
mcclon,0.306894978601401
motduc,0.4564396765479053
mouplo,0.14410786131642794
mouwar,0.8019937811639615
olsfly,0.5476338685085915
pecsan,0.12149609972960476
pinjay,0.12667151352996342
prawar,0.7539717245686454
redkno,0.2643031244958196
rehwoo,0.5156669110077312
rocsan,0.10384550851375796
rudtur,0.34165265484277896
rufhum,0.5463700929473047
saggro,0.6675247641777595
semsan,0.281992905641693
shbdow,0.3269070443624757
snoowl1,0.20548807470782937
sprpip,0.43087012851770334
stisan,0.23406784346842482
surfbi,0.1521369009758473
tribla,0.030304235926905676
wantat1,0.13386539859493496
wesgre,0.4979324460616381
whimbr,0.16568012751492311
woothr,0.7525474354379484
yebloo,0.392771504164557
yebmag,0.27563281023321906
