species_code,sum
amecro,0.5301326596713558
amekes,0.3820858596489245
banswa,0.2169769267052008
barswa,0.38574392105811883
bkbmag1,0.2575831675552244
blkvul,0.706596079703731
bnhcow,0.37243073110923364
brebla,0.3362302303307799
brnowl,0.3610345904531189
buggna,0.6138896055680467
cliswa,0.3537135886025907
comgra,0.3475315286402432
comnig,0.46678572485057845
comrav,0.2067488970317619
comyel,0.44536788425278306
fiscro,0.5866507136088739
goleag,0.12644494849853832
grbani,0.1685022087662773
grhowl,0.3673989690103312
grtgra,0.3078958688055988
houfin,0.3527960702303403
killde,0.2714878571767745
merlin,0.2162283376498788
moudov,0.4240185409679045
norhar2,0.2737114171185264
normoc,0.5056284658330854
nrwswa,0.3854042489138827
perfal,0.22163892362338466
purmar,0.3786918035469138
rethaw,0.3769745543197587
rewbla,0.30650034099590845
saypho,0.31057991118720363
sheowl,0.2318220632739571
sonspa,0.4780109262661507
treswa,0.3390944703602079
turvul,0.542080274680405
whcspa,0.29879446221870914
whtkit,0.3197750931678769
